method	query_id	query_name	category	query_family	cohort	marker_source_class	evidence_class	contrast	direction	gene_count	gene_list_path	background_name	background_count	background_path	background_strategy	source_marker_table	ranked_genes_path	ordered	custom_background_available	skip	skipped_reason	minimum_query_size
ranked_marker_source_pan_cancer_panel	ranked_marker_source_panel__final_panel_all	ranked_marker_source_panel__final_panel_all	final_panel	final_panel	ALL	NA	NA	NA	ALL	379	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/query_genes/ranked_marker_source_panel__final_panel_all.tsv	ranked_marker_source_panel__eligible_marker_selection_universe	1346	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/backgrounds/ranked_marker_source_panel__eligible_marker_selection_universe.tsv	active eligible marker-selection universe	NA	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/query_genes/ranked_marker_source_panel__final_panel_all_ranked.tsv	FALSE	TRUE	FALSE	NA	3
ranked_marker_source_pan_cancer_panel	ranked_marker_source_panel__cohort_owner_brca	ranked_marker_source_panel__cohort_owner_brca	cohort_owner	cohort_owner	BRCA	NA	NA	NA	ALL	221	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/query_genes/ranked_marker_source_panel__cohort_owner_brca.tsv	ranked_marker_source_panel__eligible_marker_selection_universe	1346	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/backgrounds/ranked_marker_source_panel__eligible_marker_selection_universe.tsv	active eligible marker-selection universe	NA	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/query_genes/ranked_marker_source_panel__cohort_owner_brca_ranked.tsv	FALSE	TRUE	FALSE	NA	3
ranked_marker_source_pan_cancer_panel	ranked_marker_source_panel__cohort_owner_nbl	ranked_marker_source_panel__cohort_owner_nbl	cohort_owner	cohort_owner	NBL	NA	NA	NA	ALL	99	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/query_genes/ranked_marker_source_panel__cohort_owner_nbl.tsv	ranked_marker_source_panel__eligible_marker_selection_universe	1346	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/backgrounds/ranked_marker_source_panel__eligible_marker_selection_universe.tsv	active eligible marker-selection universe	NA	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/query_genes/ranked_marker_source_panel__cohort_owner_nbl_ranked.tsv	FALSE	TRUE	FALSE	NA	3
ranked_marker_source_pan_cancer_panel	ranked_marker_source_panel__cohort_owner_rbl	ranked_marker_source_panel__cohort_owner_rbl	cohort_owner	cohort_owner	RBL	NA	NA	NA	ALL	59	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/query_genes/ranked_marker_source_panel__cohort_owner_rbl.tsv	ranked_marker_source_panel__eligible_marker_selection_universe	1346	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/backgrounds/ranked_marker_source_panel__eligible_marker_selection_universe.tsv	active eligible marker-selection universe	NA	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/query_genes/ranked_marker_source_panel__cohort_owner_rbl_ranked.tsv	FALSE	TRUE	FALSE	NA	3
ranked_marker_source_pan_cancer_panel	ranked_marker_source_panel__marker_source_class_anchor	ranked_marker_source_panel__marker_source_class_anchor	marker_source_class	marker_source_class	ALL	anchor	NA	NA	ALL	277	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/query_genes/ranked_marker_source_panel__marker_source_class_anchor.tsv	ranked_marker_source_panel__eligible_marker_selection_universe	1346	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/backgrounds/ranked_marker_source_panel__eligible_marker_selection_universe.tsv	active eligible marker-selection universe	NA	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/query_genes/ranked_marker_source_panel__marker_source_class_anchor_ranked.tsv	FALSE	TRUE	FALSE	NA	3
ranked_marker_source_pan_cancer_panel	ranked_marker_source_panel__cohort_brca_marker_source_class_anchor	ranked_marker_source_panel__cohort_brca_marker_source_class_anchor	cohort_marker_source_class	cohort_marker_source_class	BRCA	anchor	NA	NA	ALL	182	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/query_genes/ranked_marker_source_panel__cohort_brca_marker_source_class_anchor.tsv	ranked_marker_source_panel__eligible_marker_selection_universe	1346	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/backgrounds/ranked_marker_source_panel__eligible_marker_selection_universe.tsv	active eligible marker-selection universe	NA	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/query_genes/ranked_marker_source_panel__cohort_brca_marker_source_class_anchor_ranked.tsv	FALSE	TRUE	FALSE	NA	3
ranked_marker_source_pan_cancer_panel	ranked_marker_source_panel__cohort_nbl_marker_source_class_anchor	ranked_marker_source_panel__cohort_nbl_marker_source_class_anchor	cohort_marker_source_class	cohort_marker_source_class	NBL	anchor	NA	NA	ALL	70	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/query_genes/ranked_marker_source_panel__cohort_nbl_marker_source_class_anchor.tsv	ranked_marker_source_panel__eligible_marker_selection_universe	1346	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/backgrounds/ranked_marker_source_panel__eligible_marker_selection_universe.tsv	active eligible marker-selection universe	NA	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/query_genes/ranked_marker_source_panel__cohort_nbl_marker_source_class_anchor_ranked.tsv	FALSE	TRUE	FALSE	NA	3
ranked_marker_source_pan_cancer_panel	ranked_marker_source_panel__cohort_rbl_marker_source_class_anchor	ranked_marker_source_panel__cohort_rbl_marker_source_class_anchor	cohort_marker_source_class	cohort_marker_source_class	RBL	anchor	NA	NA	ALL	25	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/query_genes/ranked_marker_source_panel__cohort_rbl_marker_source_class_anchor.tsv	ranked_marker_source_panel__eligible_marker_selection_universe	1346	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/backgrounds/ranked_marker_source_panel__eligible_marker_selection_universe.tsv	active eligible marker-selection universe	NA	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/query_genes/ranked_marker_source_panel__cohort_rbl_marker_source_class_anchor_ranked.tsv	FALSE	TRUE	FALSE	NA	3
ranked_marker_source_pan_cancer_panel	ranked_marker_source_panel__marker_source_class_isolate	ranked_marker_source_panel__marker_source_class_isolate	marker_source_class	marker_source_class	ALL	isolate	NA	NA	ALL	109	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/query_genes/ranked_marker_source_panel__marker_source_class_isolate.tsv	ranked_marker_source_panel__eligible_marker_selection_universe	1346	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/backgrounds/ranked_marker_source_panel__eligible_marker_selection_universe.tsv	active eligible marker-selection universe	NA	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/query_genes/ranked_marker_source_panel__marker_source_class_isolate_ranked.tsv	FALSE	TRUE	FALSE	NA	3
ranked_marker_source_pan_cancer_panel	ranked_marker_source_panel__cohort_brca_marker_source_class_isolate	ranked_marker_source_panel__cohort_brca_marker_source_class_isolate	cohort_marker_source_class	cohort_marker_source_class	BRCA	isolate	NA	NA	ALL	42	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/query_genes/ranked_marker_source_panel__cohort_brca_marker_source_class_isolate.tsv	ranked_marker_source_panel__eligible_marker_selection_universe	1346	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/backgrounds/ranked_marker_source_panel__eligible_marker_selection_universe.tsv	active eligible marker-selection universe	NA	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/query_genes/ranked_marker_source_panel__cohort_brca_marker_source_class_isolate_ranked.tsv	FALSE	TRUE	FALSE	NA	3
ranked_marker_source_pan_cancer_panel	ranked_marker_source_panel__cohort_nbl_marker_source_class_isolate	ranked_marker_source_panel__cohort_nbl_marker_source_class_isolate	cohort_marker_source_class	cohort_marker_source_class	NBL	isolate	NA	NA	ALL	31	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/query_genes/ranked_marker_source_panel__cohort_nbl_marker_source_class_isolate.tsv	ranked_marker_source_panel__eligible_marker_selection_universe	1346	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/backgrounds/ranked_marker_source_panel__eligible_marker_selection_universe.tsv	active eligible marker-selection universe	NA	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/query_genes/ranked_marker_source_panel__cohort_nbl_marker_source_class_isolate_ranked.tsv	FALSE	TRUE	FALSE	NA	3
ranked_marker_source_pan_cancer_panel	ranked_marker_source_panel__cohort_rbl_marker_source_class_isolate	ranked_marker_source_panel__cohort_rbl_marker_source_class_isolate	cohort_marker_source_class	cohort_marker_source_class	RBL	isolate	NA	NA	ALL	36	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/query_genes/ranked_marker_source_panel__cohort_rbl_marker_source_class_isolate.tsv	ranked_marker_source_panel__eligible_marker_selection_universe	1346	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/backgrounds/ranked_marker_source_panel__eligible_marker_selection_universe.tsv	active eligible marker-selection universe	NA	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/query_genes/ranked_marker_source_panel__cohort_rbl_marker_source_class_isolate_ranked.tsv	FALSE	TRUE	FALSE	NA	3
ranked_marker_source_pan_cancer_panel	ranked_marker_source_panel__evidence_anchor_source_recurrent	ranked_marker_source_panel__evidence_anchor_source_recurrent	evidence_class	evidence_class	ALL	NA	anchor_source_recurrent	NA	ALL	20	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/query_genes/ranked_marker_source_panel__evidence_anchor_source_recurrent.tsv	ranked_marker_source_panel__eligible_marker_selection_universe	1346	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/backgrounds/ranked_marker_source_panel__eligible_marker_selection_universe.tsv	active eligible marker-selection universe	NA	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/query_genes/ranked_marker_source_panel__evidence_anchor_source_recurrent_ranked.tsv	FALSE	TRUE	FALSE	NA	3
ranked_marker_source_pan_cancer_panel	ranked_marker_source_panel__cohort_brca_evidence_anchor_source_recurrent	ranked_marker_source_panel__cohort_brca_evidence_anchor_source_recurrent	cohort_evidence_class	cohort_evidence_class	BRCA	NA	anchor_source_recurrent	NA	ALL	18	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/query_genes/ranked_marker_source_panel__cohort_brca_evidence_anchor_source_recurrent.tsv	ranked_marker_source_panel__eligible_marker_selection_universe	1346	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/backgrounds/ranked_marker_source_panel__eligible_marker_selection_universe.tsv	active eligible marker-selection universe	NA	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/query_genes/ranked_marker_source_panel__cohort_brca_evidence_anchor_source_recurrent_ranked.tsv	FALSE	TRUE	FALSE	NA	3
ranked_marker_source_pan_cancer_panel	ranked_marker_source_panel__cohort_nbl_evidence_anchor_source_recurrent	ranked_marker_source_panel__cohort_nbl_evidence_anchor_source_recurrent	cohort_evidence_class	cohort_evidence_class	NBL	NA	anchor_source_recurrent	NA	ALL	2	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/query_genes/ranked_marker_source_panel__cohort_nbl_evidence_anchor_source_recurrent.tsv	ranked_marker_source_panel__eligible_marker_selection_universe	1346	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/backgrounds/ranked_marker_source_panel__eligible_marker_selection_universe.tsv	active eligible marker-selection universe	NA	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/query_genes/ranked_marker_source_panel__cohort_nbl_evidence_anchor_source_recurrent_ranked.tsv	FALSE	TRUE	TRUE	query_size_below_3	3
ranked_marker_source_pan_cancer_panel	ranked_marker_source_panel__cohort_rbl_evidence_anchor_source_recurrent	ranked_marker_source_panel__cohort_rbl_evidence_anchor_source_recurrent	cohort_evidence_class	cohort_evidence_class	RBL	NA	anchor_source_recurrent	NA	ALL	0	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/query_genes/ranked_marker_source_panel__cohort_rbl_evidence_anchor_source_recurrent.tsv	ranked_marker_source_panel__eligible_marker_selection_universe	1346	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/backgrounds/ranked_marker_source_panel__eligible_marker_selection_universe.tsv	active eligible marker-selection universe	NA	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/query_genes/ranked_marker_source_panel__cohort_rbl_evidence_anchor_source_recurrent_ranked.tsv	FALSE	TRUE	TRUE	query_size_below_3	3
ranked_marker_source_pan_cancer_panel	ranked_marker_source_panel__evidence_isolate_source_recurrent	ranked_marker_source_panel__evidence_isolate_source_recurrent	evidence_class	evidence_class	ALL	NA	isolate_source_recurrent	NA	ALL	4	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/query_genes/ranked_marker_source_panel__evidence_isolate_source_recurrent.tsv	ranked_marker_source_panel__eligible_marker_selection_universe	1346	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/backgrounds/ranked_marker_source_panel__eligible_marker_selection_universe.tsv	active eligible marker-selection universe	NA	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/query_genes/ranked_marker_source_panel__evidence_isolate_source_recurrent_ranked.tsv	FALSE	TRUE	FALSE	NA	3
ranked_marker_source_pan_cancer_panel	ranked_marker_source_panel__cohort_brca_evidence_isolate_source_recurrent	ranked_marker_source_panel__cohort_brca_evidence_isolate_source_recurrent	cohort_evidence_class	cohort_evidence_class	BRCA	NA	isolate_source_recurrent	NA	ALL	2	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/query_genes/ranked_marker_source_panel__cohort_brca_evidence_isolate_source_recurrent.tsv	ranked_marker_source_panel__eligible_marker_selection_universe	1346	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/backgrounds/ranked_marker_source_panel__eligible_marker_selection_universe.tsv	active eligible marker-selection universe	NA	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/query_genes/ranked_marker_source_panel__cohort_brca_evidence_isolate_source_recurrent_ranked.tsv	FALSE	TRUE	TRUE	query_size_below_3	3
ranked_marker_source_pan_cancer_panel	ranked_marker_source_panel__cohort_nbl_evidence_isolate_source_recurrent	ranked_marker_source_panel__cohort_nbl_evidence_isolate_source_recurrent	cohort_evidence_class	cohort_evidence_class	NBL	NA	isolate_source_recurrent	NA	ALL	2	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/query_genes/ranked_marker_source_panel__cohort_nbl_evidence_isolate_source_recurrent.tsv	ranked_marker_source_panel__eligible_marker_selection_universe	1346	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/backgrounds/ranked_marker_source_panel__eligible_marker_selection_universe.tsv	active eligible marker-selection universe	NA	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/query_genes/ranked_marker_source_panel__cohort_nbl_evidence_isolate_source_recurrent_ranked.tsv	FALSE	TRUE	TRUE	query_size_below_3	3
ranked_marker_source_pan_cancer_panel	ranked_marker_source_panel__cohort_rbl_evidence_isolate_source_recurrent	ranked_marker_source_panel__cohort_rbl_evidence_isolate_source_recurrent	cohort_evidence_class	cohort_evidence_class	RBL	NA	isolate_source_recurrent	NA	ALL	0	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/query_genes/ranked_marker_source_panel__cohort_rbl_evidence_isolate_source_recurrent.tsv	ranked_marker_source_panel__eligible_marker_selection_universe	1346	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/backgrounds/ranked_marker_source_panel__eligible_marker_selection_universe.tsv	active eligible marker-selection universe	NA	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/query_genes/ranked_marker_source_panel__cohort_rbl_evidence_isolate_source_recurrent_ranked.tsv	FALSE	TRUE	TRUE	query_size_below_3	3
ranked_marker_source_pan_cancer_panel	ranked_marker_source_panel__evidence_anchor_singleton_ranked	ranked_marker_source_panel__evidence_anchor_singleton_ranked	evidence_class	evidence_class	ALL	NA	anchor_singleton_ranked	NA	ALL	24	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/query_genes/ranked_marker_source_panel__evidence_anchor_singleton_ranked.tsv	ranked_marker_source_panel__eligible_marker_selection_universe	1346	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/backgrounds/ranked_marker_source_panel__eligible_marker_selection_universe.tsv	active eligible marker-selection universe	NA	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/query_genes/ranked_marker_source_panel__evidence_anchor_singleton_ranked_ranked.tsv	FALSE	TRUE	FALSE	NA	3
ranked_marker_source_pan_cancer_panel	ranked_marker_source_panel__cohort_brca_evidence_anchor_singleton_ranked	ranked_marker_source_panel__cohort_brca_evidence_anchor_singleton_ranked	cohort_evidence_class	cohort_evidence_class	BRCA	NA	anchor_singleton_ranked	NA	ALL	0	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/query_genes/ranked_marker_source_panel__cohort_brca_evidence_anchor_singleton_ranked.tsv	ranked_marker_source_panel__eligible_marker_selection_universe	1346	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/backgrounds/ranked_marker_source_panel__eligible_marker_selection_universe.tsv	active eligible marker-selection universe	NA	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/query_genes/ranked_marker_source_panel__cohort_brca_evidence_anchor_singleton_ranked_ranked.tsv	FALSE	TRUE	TRUE	query_size_below_3	3
ranked_marker_source_pan_cancer_panel	ranked_marker_source_panel__cohort_nbl_evidence_anchor_singleton_ranked	ranked_marker_source_panel__cohort_nbl_evidence_anchor_singleton_ranked	cohort_evidence_class	cohort_evidence_class	NBL	NA	anchor_singleton_ranked	NA	ALL	0	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/query_genes/ranked_marker_source_panel__cohort_nbl_evidence_anchor_singleton_ranked.tsv	ranked_marker_source_panel__eligible_marker_selection_universe	1346	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/backgrounds/ranked_marker_source_panel__eligible_marker_selection_universe.tsv	active eligible marker-selection universe	NA	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/query_genes/ranked_marker_source_panel__cohort_nbl_evidence_anchor_singleton_ranked_ranked.tsv	FALSE	TRUE	TRUE	query_size_below_3	3
