cell_line	degree	mean_edge_sim	max_edge_sim	is_outlier	sample_id	cell_tech_id	cell_line_display
IMR_32	5	0.7448112285151826	0.9044816073180221	FALSE	NG-A0611_IMR32_libLAB6079	IMR_32	IMR_32
CHP_134	5	0.741335345929252	0.9044816073180221	FALSE	NG-A0611_CHP134_libLAB6074	CHP_134	CHP_134
NGP	4	0.7282579903679911	0.7884399551066218	FALSE	NG-A0611_NGP_libLAB6082	NGP	NGP
NBL_S	3	0.8012818507729037	0.8665817670788123	FALSE	NG-A0611_NBLS_libLAB6077	NBL_S	NBL_S
CHP_126	3	0.7364130415579302	0.7884399551066218	FALSE	NG-A0611_CHP126_libLAB6088	CHP_126	CHP_126
LAN5	3	0.6876801144186345	0.7114257113988675	FALSE	NG-A0611_LAN5_libLAB6087	LAN5	LAN5
SIMA	2	0.7924731730196831	0.8665817670788123	FALSE	NG-A0611_SIMA_libLAB6086	SIMA	SIMA
KELLY	2	0.7489485005696342	0.7795324221787145	FALSE	NG-A0611_KELLY_libLAB6075	KELLY	KELLY
LAN1	2	0.6989451575730308	0.7057971014492753	FALSE	NG-A0611_LAN1_libLAB6085	LAN1	LAN1
LAN6	1	0.7577313630611844	0.7577313630611844	FALSE	NG-A0611_LAN6_libLAB6089	LAN6	LAN6
MHH_NB_11	1	0.6690615519931854	0.6690615519931854	FALSE	NG-A0611_MHHNB11_libLAB6084	MHH_NB_11	MHH_NB_11
NMB	1	0.649615534972539	0.649615534972539	FALSE	NG-A0611_NMB_libLAB6080	NMB	NMB
CCLF_PEDS_0051_T	0	NA	NA	TRUE	NG-A2798_CCLF_PEDS_0051_T_libLAI2540	CCLF_PEDS_0051_T	CCLF_PEDS_0051_T
GI_ME_N	0	NA	NA	TRUE	NG-A0611_GIMEN_libLAB6073	GI_ME_N	GI_ME_N
LAN2	0	NA	NA	TRUE	NG-A0611_LAN2_libLAB6083	LAN2	LAN2
LS	0	NA	NA	TRUE	NG-A0611_LS_libLAB6078	LS	LS
SH_SY5Y	0	NA	NA	TRUE	NG-A0611_SHSY5Y_libLAB6081	SH_SY5Y	SH_SY5Y
SK_N_BE_2	0	NA	NA	TRUE	NG-A0611_SKNBE2_libLAB6076	SK_N_BE_2	SK_N_BE_2
