cell_line	degree	mean_edge_sim	max_edge_sim	is_outlier	sample_id	cell_tech_id	cell_line_display
IMR_32	4	0.8219900531276076	0.8709386281588448	FALSE	NG-A0611_IMR32_libLAB6079	IMR_32	IMR_32
LAN1	4	0.8130164623587425	0.8709386281588448	FALSE	NG-A0611_LAN1_libLAB6085	LAN1	LAN1
LAN5	4	0.7732048772284714	0.814506154171478	FALSE	NG-A0611_LAN5_libLAB6087	LAN5	LAN5
KELLY	3	0.8435619735258725	0.894404332129964	FALSE	NG-A0611_KELLY_libLAB6075	KELLY	KELLY
NBL_S	3	0.8435619735258725	0.894404332129964	FALSE	NG-A0611_NBLS_libLAB6077	NBL_S	NBL_S
CHP_134	3	0.8032596786954791	0.8575946867702677	FALSE	NG-A0611_CHP134_libLAB6074	CHP_134	CHP_134
SIMA	3	0.7682964884545345	0.8122743682310469	FALSE	NG-A0611_SIMA_libLAB6086	SIMA	SIMA
CHP_126	3	0.7681158803303861	0.791311017250932	FALSE	NG-A0611_CHP126_libLAB6088	CHP_126	CHP_126
LAN6	2	0.8592057761732852	0.894404332129964	FALSE	NG-A0611_LAN6_libLAB6089	LAN6	LAN6
NMB	2	0.7623170961002497	0.791311017250932	FALSE	NG-A0611_NMB_libLAB6080	NMB	NMB
MHH_NB_11	1	0.7507378408148669	0.7507378408148669	FALSE	NG-A0611_MHHNB11_libLAB6084	MHH_NB_11	MHH_NB_11
CCLF_PEDS_0051_T	0	NA	NA	TRUE	NG-A2798_CCLF_PEDS_0051_T_libLAI2540	CCLF_PEDS_0051_T	CCLF_PEDS_0051_T
GI_ME_N	0	NA	NA	TRUE	NG-A0611_GIMEN_libLAB6073	GI_ME_N	GI_ME_N
LAN2	0	NA	NA	TRUE	NG-A0611_LAN2_libLAB6083	LAN2	LAN2
LS	0	NA	NA	TRUE	NG-A0611_LS_libLAB6078	LS	LS
NGP	0	NA	NA	TRUE	NG-A0611_NGP_libLAB6082	NGP	NGP
SH_SY5Y	0	NA	NA	TRUE	NG-A0611_SHSY5Y_libLAB6081	SH_SY5Y	SH_SY5Y
SK_N_BE_2	0	NA	NA	TRUE	NG-A0611_SKNBE2_libLAB6076	SK_N_BE_2	SK_N_BE_2
