chr1	13115	183634	1	1	1	3	0	26
chr1	14830	14929	2	2	1	6	13	75
chr1	14830	14969	2	2	1	318	1134	73
chr1	14830	15020	2	2	1	5	1	18
chr1	14830	185490	2	2	1	0	970	70
chr1	15039	15795	2	2	1	60	483	71
chr1	15226	185746	2	2	1	6	1	72
chr1	15943	16606	2	2	1	6	6	12
chr1	15948	16606	2	2	1	160	37	74
chr1	16311	16606	2	2	1	1	0	46
chr1	16712	16857	2	2	1	0	1	46
chr1	16766	16853	2	2	1	4	163	74
chr1	16766	16857	2	2	1	10	412	74
chr1	16766	187379	2	2	1	0	5	52
chr1	16789	16853	2	2	1	0	1	73
chr1	16907	187410	1	1	1	6	0	16
chr1	17056	17232	2	2	1	40	2192	75
chr1	17056	17525	2	2	1	0	18	61
chr1	17056	17605	2	2	1	11	170	73
chr1	17056	17914	2	2	1	81	140	75
chr1	17056	188438	2	2	1	0	16	46
chr1	17303	187442	0	0	1	3	0	67
chr1	17369	17525	2	2	1	0	14	52
chr1	17369	17605	2	2	1	72	545	75
chr1	17369	17643	2	2	1	0	3	28
chr1	17369	17719	2	2	1	0	1	23
chr1	17369	17914	2	2	1	0	8	65
chr1	17526	188049	2	2	1	4	8	66
chr1	17743	17914	2	2	1	53	2025	75
chr1	18062	18267	2	2	1	23	1430	75
chr1	18062	24737	2	2	1	1	142	75
chr1	18062	29320	2	2	1	0	50	30
chr1	18062	195262	2	2	1	0	75	74
chr1	18062	199836	2	2	1	0	50	30
chr1	18340	24737	2	2	1	1	62	73
chr1	18367	18912	2	2	1	1	238	72
chr1	18367	24737	2	2	1	47	313	75
chr1	18367	195262	2	2	1	0	322	75
chr1	18370	18500	2	2	1	0	26	54
chr1	18370	18912	2	2	1	3	169	75
chr1	18370	24737	2	2	1	1	64	72
chr1	18370	29320	2	2	1	1	16	47
chr1	18370	189023	2	2	1	0	3	54
chr1	18370	195262	2	2	1	0	40	72
chr1	18370	199836	2	2	1	0	5	47
chr1	18380	18500	2	2	1	0	1	34
chr1	18380	18912	2	2	1	0	65	68
chr1	18380	24737	2	2	1	1	411	75
chr1	18555	18912	2	2	1	0	17	54
chr1	18555	24737	2	2	1	0	3	54
chr1	18555	195262	2	2	1	0	3	54
chr1	19076	24737	2	2	1	0	5	64
chr1	19076	195262	2	2	1	0	5	64
chr1	19140	24737	2	2	1	0	18	72
chr1	23619	24737	2	2	1	0	1	68
chr1	24418	24737	2	2	1	0	8	74
chr1	24440	24737	2	2	1	0	13	75
chr1	24526	24737	2	2	1	0	1	52
chr1	24846	195370	1	1	1	72	68	71
chr1	24892	25217	2	2	1	1	1	68
chr1	24892	29320	2	2	1	2	242	71
chr1	24892	29828	2	2	1	1	1	28
chr1	24892	199836	2	2	1	0	234	71
chr1	35482	129054	2	2	1	0	2	75
chr1	120870	120873	0	0	1	0	1	23
chr1	129224	135389	2	2	1	0	1	60
chr1	135451	491445	1	3	1	2	65	73
chr1	135549	491468	2	4	1	9	94	50
chr1	137645	137677	2	2	1	0	25	5
chr1	138771	493681	2	4	1	1	84	66
chr1	139019	729063	1	1	1	4	0	36
chr1	139100	494269	1	3	1	10	30	27
chr1	139185	494387	1	1	1	4	2	64
chr1	139243	139498	1	3	1	942	1630	71
chr1	139254	729361	1	1	1	0	4889	75
chr1	139296	149177	1	1	1	0	1	12
chr1	139308	494280	1	1	1	2	262	55
chr1	139308	729186	1	1	1	0	210	55
chr1	139340	494476	1	3	1	6	1	17
chr1	139457	494626	1	1	1	0	18	32
chr1	139457	494658	1	1	1	34	2773	75
chr1	139457	729532	1	1	1	0	18	32
chr1	139457	729564	1	1	1	0	2200	75
chr1	139506	139789	2	2	1	0	4	55
chr1	139510	729361	1	1	1	741	1222	18
chr1	139697	139789	2	2	1	2	248	74
chr1	139697	494991	2	2	1	2	420	58
chr1	139697	729897	2	2	1	0	9	50
chr1	139848	142946	2	2	0	0	8	58
chr1	164792	165883	2	2	1	0	2	35
chr1	165943	168099	2	2	1	0	1	59
chr1	168166	169048	2	2	1	0	1	32
chr1	168764	169044	2	2	1	0	1	52
chr1	172689	173752	2	2	1	7	22	72
chr1	172689	774170	2	2	1	0	16	72
chr1	173863	181036	2	2	1	10	3	73
chr1	173863	186316	2	2	1	4	0	38
chr1	173863	805798	2	2	1	0	10	59
chr1	182747	183131	1	1	1	4	0	40
chr1	185351	185450	2	2	1	1	11	75
chr1	185351	185490	2	2	1	24	1859	73
chr1	185351	185541	2	2	1	0	3	18
chr1	185556	186316	2	2	1	0	1	50
chr1	185560	186316	2	2	1	27	2201	75
chr1	185581	186316	2	2	1	0	2	26
chr1	186465	187128	2	2	1	2	15	24
chr1	186470	187128	2	2	1	18	1151	75
chr1	187234	187379	2	2	1	0	1	46
chr1	187288	187375	2	2	1	5	13	74
chr1	187288	187379	2	2	1	348	240	74
chr1	187578	187754	2	2	1	887	755	75
chr1	187578	188129	2	2	1	58	66	73
chr1	187578	188438	2	2	1	21	52	48
chr1	187578	195262	2	2	1	1	70	30
chr1	187891	188129	2	2	1	45	521	75
chr1	187891	188167	2	2	1	0	4	28
chr1	187891	188438	2	2	1	0	7	16
chr1	188267	188438	2	2	1	66	599	75
chr1	188585	188790	2	2	1	31	631	75
chr1	188585	195262	2	2	1	6	41	74
chr1	188585	199836	2	2	1	1	3	27
chr1	188863	195262	2	2	1	2	25	73
chr1	188890	189435	2	2	1	1	21	53
chr1	188890	195262	2	2	1	12	337	75
chr1	188893	189023	2	2	1	0	16	54
chr1	188893	189435	2	2	1	0	23	57
chr1	188893	195262	2	2	1	5	40	73
chr1	188893	199836	2	2	1	0	5	47
chr1	188903	189023	2	2	1	0	1	34
chr1	188903	195262	2	2	1	0	523	75
chr1	189078	189435	2	2	1	0	1	52
chr1	189078	195262	2	2	1	0	3	54
chr1	195417	195742	2	2	1	0	2	55
chr1	195417	199836	2	2	1	6	348	75
chr1	195417	200049	2	2	1	2	9	35
chr1	195417	200344	2	2	1	0	2	28
chr1	259026	260372	2	2	1	0	1	23
chr1	348431	349777	2	2	1	0	1	22
chr1	348431	356684	2	2	1	0	6	30
chr1	463984	485039	2	2	1	0	1	33
chr1	484078	485039	2	2	1	0	4	58
chr1	484078	720031	2	2	1	0	4	58
chr1	485163	720114	0	0	1	5	1	30
chr1	485209	487435	2	2	1	0	2	54
chr1	485209	491372	2	2	1	0	11	60
chr1	491335	493404	1	3	1	0	117	34
chr1	491434	726448	1	3	1	0	52	73
chr1	492847	492879	2	2	1	0	17	68
chr1	493964	494157	1	1	1	0	2	40
chr1	493973	728587	2	4	1	0	8	65
chr1	494066	494255	1	1	1	0	2	50
chr1	494144	494579	1	1	1	1	4	21
chr1	494302	729175	1	3	1	0	30	26
chr1	494426	494490	2	4	1	170	13	53
chr1	494456	729361	1	1	1	27	6353	75
chr1	494498	507774	1	1	1	0	1	12
chr1	494659	729532	1	1	1	2	19	32
chr1	494682	494872	2	4	1	182	135	38
chr1	494694	498062	2	2	0	0	1	12
chr1	494701	729479	1	3	1	44	315	42
chr1	494708	494991	2	2	1	0	8	55
chr1	494708	498398	2	2	1	0	1	29
chr1	494712	729361	1	1	1	4	184	53
chr1	494842	498152	2	4	1	47	194	14
chr1	494882	501555	2	2	1	8	28	65
chr1	494882	732016	2	2	1	0	4	65
chr1	494882	738833	2	2	1	0	9	53
chr1	494892	498107	1	1	1	4	312	67
chr1	494899	494991	2	2	1	267	1790	75
chr1	494899	498398	2	2	1	0	371	71
chr1	494899	729897	2	2	1	2	230	59
chr1	494899	736712	2	2	1	0	73	58
chr1	495050	495276	2	2	1	5	14	58
chr1	495050	497104	2	2	1	0	12	58
chr1	495050	497108	2	2	1	0	65	58
chr1	495050	498683	2	2	1	0	14	39
chr1	495050	501555	2	2	1	0	4	39
chr1	495050	732012	2	2	1	0	3	5
chr1	495050	732016	2	2	1	0	7	18
chr1	495050	738829	2	2	1	1	15	48
chr1	495050	738833	2	2	1	225	708	58
chr1	495477	497108	2	2	1	0	1	36
chr1	497229	498072	2	2	1	0	5	37
chr1	497300	498046	2	2	1	1	0	59
chr1	497300	498062	2	2	1	0	12	64
chr1	497300	498072	2	2	1	0	712	75
chr1	497300	498398	2	2	1	34	27	58
chr1	497300	501555	2	2	1	0	2	65
chr1	497300	732980	2	2	1	0	322	73
chr1	497300	736386	2	2	1	0	215	74
chr1	497300	736712	2	2	1	0	38	73
chr1	497300	739792	2	2	1	0	6	47
chr1	497304	498072	2	2	1	0	31	72
chr1	497304	732980	2	2	1	0	21	59
chr1	497304	736386	2	2	1	0	6	59
chr1	497304	739802	2	2	1	0	18	59
chr1	498089	498279	2	4	1	0	24	63
chr1	498119	729361	1	1	1	0	166	17
chr1	498289	501555	2	2	1	3	19	65
chr1	498289	732016	2	2	1	0	4	65
chr1	498289	738833	2	2	1	0	9	53
chr1	498306	498398	2	2	1	16	637	71
chr1	498306	729897	2	2	1	24	327	59
chr1	498306	736712	2	2	1	0	137	58
chr1	498457	498683	2	2	1	1	3	58
chr1	498457	501555	2	2	1	14	36	59
chr1	498457	735422	2	2	1	4	43	58
chr1	498457	736770	2	2	1	10	64	69
chr1	498457	738833	2	2	1	13	81	58
chr1	501621	502186	2	2	1	7	8	58
chr1	501621	502464	2	2	1	1	4	65
chr1	501621	502861	2	2	1	0	3	65
chr1	501621	504979	2	2	1	1	2	65
chr1	502244	502464	2	2	1	1	1	55
chr1	531284	774170	2	2	1	0	52	73
chr1	532458	805798	2	2	1	0	10	59
chr1	698960	720031	2	2	1	0	1	33
chr1	719071	720031	2	2	1	0	4	58
chr1	720201	722432	2	2	1	0	2	54
chr1	720201	726375	2	2	1	3	1	60
chr1	720201	732016	2	2	1	0	1	3
chr1	726299	726513	2	2	1	2	0	47
chr1	726338	728310	1	3	1	0	83	34
chr1	726732	729361	1	1	1	0	17	13
chr1	728870	729063	1	1	1	0	2	40
chr1	728879	729135	2	4	1	17	58	55
chr1	729050	729485	1	1	1	0	6	21
chr1	729332	729396	2	4	1	12	20	53
chr1	729614	729897	2	2	1	0	4	54
chr1	729788	732016	2	2	1	0	4	65
chr1	729788	738833	2	2	1	0	3	53
chr1	729805	729897	2	2	1	251	556	75
chr1	729805	733306	2	2	1	0	593	72
chr1	729805	736712	2	2	1	0	161	75
chr1	729805	740128	2	2	1	0	92	75
chr1	729819	739858	1	1	1	0	2	6
chr1	729956	732012	2	2	1	9	10	58
chr1	729956	732016	2	2	1	50	255	58
chr1	729956	735422	2	2	1	0	111	19
chr1	729956	736770	2	2	1	0	34	58
chr1	729956	738833	2	2	1	0	93	58
chr1	730383	738833	2	2	0	0	1	36
chr1	732137	732980	2	2	1	0	1	17
chr1	732137	739802	2	2	1	0	4	29
chr1	732208	732980	2	2	1	240	836	75
chr1	732208	733306	2	2	1	0	24	58
chr1	732208	736376	2	2	1	0	12	64
chr1	732208	736386	2	2	1	0	730	75
chr1	732208	736712	2	2	1	0	45	73
chr1	732208	739792	2	2	1	0	10	47
chr1	732208	739802	2	2	1	0	634	75
chr1	732212	732980	2	2	1	12	47	75
chr1	732212	736386	2	2	1	0	31	72
chr1	732212	739802	2	2	1	0	49	75
chr1	732257	739078	1	1	1	1	3	52
chr1	733083	736489	1	1	1	0	1	1
chr1	733197	738833	2	2	1	0	9	53
chr1	733207	736612	1	1	1	192	247	74
chr1	733214	733306	2	2	1	58	984	72
chr1	733214	736712	2	2	1	0	520	75
chr1	733214	740128	2	2	1	0	441	75
chr1	733228	736442	1	1	0	0	1	12
chr1	733228	739858	1	1	1	0	3	12
chr1	733365	733591	2	2	1	0	2	30
chr1	733365	735418	2	2	1	0	16	49
chr1	733365	735422	2	2	1	5	184	58
chr1	733365	736770	2	2	1	1	92	69
chr1	733365	736997	2	2	1	0	2	30
chr1	733365	738829	2	2	1	0	6	38
chr1	733365	738833	2	2	1	0	320	58
chr1	733365	740186	2	2	1	0	96	58
chr1	733365	740413	2	2	1	0	2	30
chr1	733365	743285	2	2	1	0	22	58
chr1	733792	738833	2	2	0	0	1	36
chr1	735543	739802	2	2	1	0	5	29
chr1	735614	736376	2	2	1	0	12	64
chr1	735614	736386	2	2	1	0	735	75
