380529	100
12057	12177	0	0	0	1
12227	12611	1	0	2	1
12697	12973	1	0	0	1
12721	13219	1	2	1	1
13052	13219	3	2	3	1
13374	13451	1	0	0	1
14500	15002	0	1	0	2
14829	14928	2	1	0	2
14829	14968	2	1	1	2
15038	15794	2	0	2	2
15246	185760	0	0	9	0
15947	16605	2	0	3	2
16765	16856	2	0	2	2
17055	17231	2	2	4	2
17055	17604	2	2	0	2
17055	17913	2	3	5	2
17368	17524	2	3	2	2
17368	17604	2	3	0	2
17368	17913	2	2	2	2
17525	188048	2	33	12	2
17742	17913	2	1	3	2
18061	18266	2	2	2	2
18061	24736	2	3	3	2
18061	29319	2	3	3	2
18061	195261	2	3	3	2
18362	18495	2	0	4	2
18366	24736	2	2	6	2
18366	29319	2	2	4	2
18366	199835	2	2	4	2
18369	18499	2	0	0	2
18369	18911	2	0	3	2
19139	24736	2	0	4	2
24891	29532	2	1	0	2
28325	198843	1	0	0	1
30039	30562	1	1	0	1
30667	30974	1	2	0	1
35174	35275	2	2	0	2
35481	35719	2	0	5	2
57653	58698	1	2	1	1
58856	62914	1	0	2	1
65433	65518	1	3	0	1
65573	69035	1	3	3	1
90050	90285	2	3	14	2
91629	92089	2	0	2	2
92240	112698	2	0	2	2
112804	120773	2	0	2	2
120867	120870	0	2	1	2
120932	129053	2	0	0	2
129223	133372	2	0	3	2
129223	142290	2	0	3	2
129223	142945	2	0	3	2
129223	501554	2	0	3	2
132635	140398	2	1	2	2
136561	136707	2	5	4	2
136805	137243	2	5	18	2
136854	137243	2	5	18	2
136952	137243	2	5	18	2
139847	140073	2	3	2	2
139847	142945	2	2	4	2
140764	142945	2	0	2	2
140764	155765	2	0	2	2
143011	146384	2	0	3	2
146509	146640	2	0	2	2
146509	153352	2	0	2	2
146509	155765	2	0	5	2
152360	155765	2	1	3	2
155831	158591	2	0	0	2
155831	164261	2	0	2	2
160690	161312	1	2	1	1
164505	164769	2	0	2	2
164791	165882	2	0	2	2
165942	167957	2	0	2	2
165942	168098	2	0	1	2
168163	168608	2	0	1	2
168163	169047	2	0	0	2
168165	168608	2	0	1	2
168165	169043	2	0	0	2
168165	169047	2	0	0	2
168763	169043	2	2	0	2
169264	172555	2	2	3	2
172688	173751	2	1	1	2
173862	181035	2	0	2	2
173862	181046	2	0	0	2
173862	805797	2	0	0	2
175441	181035	2	0	3	2
182746	183130	1	0	2	1
183216	183492	1	0	0	1
183571	183738	3	2	3	1
183901	183979	0	0	0	1
185350	185449	2	1	0	2
185350	185489	2	1	1	2
185559	186315	2	0	2	2
186464	187127	2	1	3	2
186469	187127	2	0	3	2
187287	187374	2	0	2	2
187287	187378	2	0	2	2
187577	187753	2	2	4	2
187577	188128	2	2	0	2
187890	188128	2	3	0	2
188266	188437	2	1	3	2
188584	188789	2	2	2	2
188584	195261	2	3	3	2
188584	199835	2	3	3	2
188885	189018	2	0	4	2
188889	189434	2	2	5	2
188889	199835	2	2	4	2
188892	189022	2	0	0	2
188902	195261	2	1	4	2
197261	198752	2	0	0	2
259025	264602	2	0	3	2
259025	356683	2	0	2	2
266922	266980	2	28	17	2
267056	268120	1	2	0	1
354125	356683	2	1	2	2
356304	356362	2	28	17	2
357586	358047	2	0	2	2
358183	359343	2	0	1	2
358183	365563	2	0	1	2
358183	368249	2	0	2	2
359515	365563	2	0	1	2
360168	365169	1	1	0	1
365692	368249	2	1	2	2
365692	373142	2	1	1	2
373323	379767	2	1	1	2
379870	380277	2	0	4	2
382974	391335	2	1	2	2
460535	488326	1	0	0	1
463634	463681	2	0	0	2
476945	485038	2	0	0	2
485208	487434	2	0	2	2
485208	494990	2	0	1	2
485208	497107	2	0	0	2
485208	500899	2	0	3	2
485208	501554	2	0	3	2
485208	743284	2	0	3	2
488622	499007	2	1	2	2
489387	489715	3	1	1	1
491989	492766	0	0	1	2
494898	494990	2	0	1	2
495049	495275	2	3	2	2
495049	497107	2	3	0	2
495049	498682	2	3	2	2
495049	501554	2	2	4	2
495049	738832	2	3	0	2
495189	498595	1	20	12	1
495574	498980	2	3	24	2
497228	498071	2	1	0	2
497228	498397	2	1	1	2
497299	498045	2	1	2	2
497299	498397	2	1	1	2
497299	501554	2	1	3	2
497299	736711	2	1	1	2
498305	498397	2	0	1	2
498305	736711	2	0	1	2
