cell_line	degree	mean_edge_sim	max_edge_sim	is_outlier	sample_id	cell_tech_id	cell_line_display
IMR_32	5	0.8816345641427558	0.9141028660245419	FALSE	NG-A0611_IMR32_libLAB6079	IMR_32	IMR_32
CHP_126	4	0.8628162377273917	0.8709386281588448	FALSE	NG-A0611_CHP126_libLAB6088	CHP_126	CHP_126
LAN5	4	0.861748925244784	0.9141028660245419	FALSE	NG-A0611_LAN5_libLAB6087	LAN5	LAN5
NGP	4	0.847662992137268	0.8541323836349232	FALSE	NG-A0611_NGP_libLAB6082	NGP	NGP
NBL_S	3	0.8357424720675868	0.8634993652333215	FALSE	NG-A0611_NBLS_libLAB6077	NBL_S	NBL_S
CHP_134	2	0.8784559783496089	0.9027795730642945	FALSE	NG-A0611_CHP134_libLAB6074	CHP_134	CHP_134
LAN1	2	0.8669922546640421	0.8798521256931608	FALSE	NG-A0611_LAN1_libLAB6085	LAN1	LAN1
LAN6	2	0.8435313815447891	0.8634993652333215	FALSE	NG-A0611_LAN6_libLAB6089	LAN6	LAN6
MHH_NB_11	2	0.8348602683185655	0.8541323836349232	FALSE	NG-A0611_MHHNB11_libLAB6084	MHH_NB_11	MHH_NB_11
KELLY	2	0.8206051947095756	0.8235633978562567	FALSE	NG-A0611_KELLY_libLAB6075	KELLY	KELLY
NMB	1	0.8709386281588448	0.8709386281588448	FALSE	NG-A0611_NMB_libLAB6080	NMB	NMB
SIMA	1	0.8260810594065443	0.8260810594065443	FALSE	NG-A0611_SIMA_libLAB6086	SIMA	SIMA
CCLF_PEDS_0051_T	0	NA	NA	TRUE	NG-A2798_CCLF_PEDS_0051_T_libLAI2540	CCLF_PEDS_0051_T	CCLF_PEDS_0051_T
GI_ME_N	0	NA	NA	TRUE	NG-A0611_GIMEN_libLAB6073	GI_ME_N	GI_ME_N
LAN2	0	NA	NA	TRUE	NG-A0611_LAN2_libLAB6083	LAN2	LAN2
LS	0	NA	NA	TRUE	NG-A0611_LS_libLAB6078	LS	LS
SH_SY5Y	0	NA	NA	TRUE	NG-A0611_SHSY5Y_libLAB6081	SH_SY5Y	SH_SY5Y
SK_N_BE_2	0	NA	NA	TRUE	NG-A0611_SKNBE2_libLAB6076	SK_N_BE_2	SK_N_BE_2
