cell_line	degree	mean_edge_sim	max_edge_sim	is_outlier	sample_id	cell_tech_id	cell_line_display
IMR_32	5	0.5676567656765676	0.6541254125412541	FALSE	NG-A0611_IMR32_libLAB6079	IMR_32	IMR_32
CHP_126	5	0.5503630363036304	0.6108910891089109	FALSE	NG-A0611_CHP126_libLAB6088	CHP_126	CHP_126
LAN1	5	0.5417161716171617	0.6108910891089109	FALSE	NG-A0611_LAN1_libLAB6085	LAN1	LAN1
LS	4	0.5568481848184819	0.6541254125412541	FALSE	NG-A0611_LS_libLAB6078	LS	LS
CHP_134	4	0.5136138613861386	0.5676567656765676	FALSE	NG-A0611_CHP134_libLAB6074	CHP_134	CHP_134
NGP	3	0.5676567656765676	0.6541254125412541	FALSE	NG-A0611_NGP_libLAB6082	NGP	NGP
KELLY	3	0.5388338833883388	0.6108910891089109	FALSE	NG-A0611_KELLY_libLAB6075	KELLY	KELLY
LAN5	2	0.5892739273927392	0.6108910891089109	FALSE	NG-A0611_LAN5_libLAB6087	LAN5	LAN5
GI_ME_N	2	0.5244224422442244	0.5244224422442244	FALSE	NG-A0611_GIMEN_libLAB6073	GI_ME_N	GI_ME_N
SK_N_BE_2	2	0.5028052805280527	0.5244224422442244	FALSE	NG-A0611_SKNBE2_libLAB6076	SK_N_BE_2	SK_N_BE_2
NBL_S	1	0.6541254125412541	0.6541254125412541	FALSE	NG-A0611_NBLS_libLAB6077	NBL_S	NBL_S
CCLF_PEDS_0051_T	1	0.5244224422442244	0.5244224422442244	FALSE	NG-A2798_CCLF_PEDS_0051_T_libLAI2540	CCLF_PEDS_0051_T	CCLF_PEDS_0051_T
NMB	1	0.48118811881188117	0.48118811881188117	FALSE	NG-A0611_NMB_libLAB6080	NMB	NMB
LAN2	0	NA	NA	TRUE	NG-A0611_LAN2_libLAB6083	LAN2	LAN2
LAN6	0	NA	NA	TRUE	NG-A0611_LAN6_libLAB6089	LAN6	LAN6
MHH_NB_11	0	NA	NA	TRUE	NG-A0611_MHHNB11_libLAB6084	MHH_NB_11	MHH_NB_11
SH_SY5Y	0	NA	NA	TRUE	NG-A0611_SHSY5Y_libLAB6081	SH_SY5Y	SH_SY5Y
SIMA	0	NA	NA	TRUE	NG-A0611_SIMA_libLAB6086	SIMA	SIMA
