455440	100
12057	12177	0	0	0	1
12227	12611	1	0	2	1
12697	12973	1	0	0	1
12697	13401	1	0	0	1
12721	13219	1	2	1	1
12721	13481	1	2	1	1
13052	13219	3	2	3	1
13374	13451	1	0	0	1
13421	183935	0	0	0	0
14500	15002	0	1	0	2
14695	185173	2	1	0	2
14814	14968	2	1	1	2
14829	14928	2	1	0	2
14829	14968	2	1	1	2
14829	15794	2	1	2	2
14829	185489	2	1	1	2
14829	185540	2	1	2	2
14843	14928	2	0	0	2
14843	14968	2	0	1	2
14843	185489	2	0	1	2
15038	15794	2	0	2	2
15059	15794	2	0	2	2
15225	185745	2	14	48	2
15947	16605	2	0	3	2
16027	16605	2	1	3	2
16143	16193	3	1	0	1
16711	16856	2	0	2	2
16765	16852	2	0	2	2
16765	16856	2	0	2	2
16765	16874	2	0	2	2
16765	187378	2	0	2	2
16788	16856	2	0	2	2
17055	17231	2	2	4	2
17055	17524	2	2	3	2
17055	17604	2	2	0	2
17055	17913	2	3	5	2
17249	17642	2	0	0	2
17297	17371	2	0	0	2
17368	17524	2	3	2	2
17368	17604	2	3	0	2
17368	17642	2	2	0	2
17368	17913	2	2	2	2
17525	188048	2	33	12	2
17566	17604	2	1	0	2
17742	17913	2	1	3	2
17742	18911	2	1	3	2
18061	18266	2	2	2	2
18061	18911	2	3	3	2
18061	24736	2	3	3	2
18061	29319	2	3	3	2
18061	189434	2	3	3	2
18061	195261	2	3	3	2
18061	199835	2	3	3	2
18362	18495	2	0	4	2
18366	18911	2	2	5	2
18366	24736	2	2	6	2
18366	29319	2	2	4	2
18366	29532	2	2	0	2
18366	29822	2	4	3	2
18366	189434	2	2	5	2
18366	195261	2	2	6	2
18366	199835	2	2	4	2
18369	18499	2	0	0	2
18369	18911	2	0	3	2
18369	24736	2	0	3	2
18369	29319	2	0	3	2
18369	189434	2	0	3	2
18369	195261	2	0	3	2
18369	199835	2	0	3	2
18379	18499	2	1	0	2
18379	18911	2	1	4	2
18379	24736	2	1	4	2
18554	18911	2	2	4	2
18554	24736	2	2	4	2
19075	24736	2	0	2	2
19075	195261	2	0	2	2
19139	24736	2	0	4	2
19153	24736	2	0	3	2
20079	24736	2	0	3	2
24525	24736	2	0	2	2
24845	195369	1	13	66	1
24891	26016	2	1	1	2
24891	29319	2	1	3	2
24891	29532	2	1	0	2
24891	199835	2	1	3	2
25008	29319	2	1	4	2
30039	30562	1	1	0	1
30667	30974	1	2	0	1
35174	35275	2	2	0	2
35481	35719	2	0	5	2
57653	58698	1	2	1	1
58856	62914	1	0	2	1
65433	65518	1	3	0	1
65573	69035	1	3	3	1
90050	90285	2	3	14	2
91629	92089	2	0	2	2
92240	112698	2	0	2	2
92240	129053	2	0	0	2
112804	120773	2	0	2	2
120867	120870	0	2	1	2
120932	129053	2	0	0	2
129223	131447	2	0	2	2
129223	133372	2	0	3	2
129223	135388	2	0	3	2
129223	137602	2	0	0	2
129223	144387	2	0	4	2
129223	146384	2	0	4	2
133701	137602	2	2	0	2
136610	137243	2	5	4	2
136659	137243	2	5	4	2
136708	137243	2	5	4	2
136756	137146	2	14	41	2
137644	137676	2	0	5	2
138297	139230	3	6	9	1
138761	138954	1	0	0	1
138831	138893	1	0	4	1
139242	139497	3	1	13	1
139253	729360	1	1	59	1
139267	164615	2	0	1	2
139456	494657	1	93	3	1
139456	729563	1	110	3	1
139509	729360	1	1	2	1
139696	139788	2	0	1	2
139847	140073	2	3	2	2
139847	142945	2	2	4	2
139847	497107	2	3	0	2
139847	735421	2	3	0	2
143011	146384	2	0	3	2
146509	153352	2	0	2	2
146509	155765	2	0	5	2
155831	164261	2	0	2	2
160690	161312	1	2	1	1
164791	165882	2	0	2	2
165942	167957	2	0	2	2
165942	168098	2	0	1	2
168165	169047	2	0	0	2
169264	172555	2	2	3	2
172688	173751	2	1	1	2
173862	181035	2	0	2	2
173862	186315	2	0	4	2
182746	183130	1	0	2	1
183216	183492	1	0	0	1
183240	184000	1	2	1	1
183571	183738	3	2	3	1
183901	183979	0	0	0	1
185335	185489	2	1	1	2
185350	185449	2	1	0	2
185350	185489	2	1	1	2
185350	185540	2	1	2	2
185350	186315	2	1	2	2
185364	185489	2	0	1	2
185559	186315	2	0	2	2
185580	186315	2	0	2	2
186060	186315	2	1	2	2
